payment_id,customer_id,amount,payment_method,timestamp
1011,328141,902.39,PayPal,10/16/2023 14:34
1012,327223,793.18,Credit Card,1/15/2024 2:15
1013,58387,520.23,Credit Card,11/7/2023 1:13
1014,232559,739.26,PayPal,8/30/2023 15:27
1015,84107,851.71,PayPal,11/24/2023 8:56
1016,856689,716.89,Bank Transfer,4/21/2024 11:43
1017,870410,601.27,Credit Card,8/10/2023 2:30
1018,867408,101.81,PayPal,11/22/2023 16:20
1019,205009,285.74,Credit Card,4/1/2024 9:48
1020,502191,218.83,Bank Transfer,4/17/2024 2:11
1021,910414,320.32,PayPal,3/9/2024 13:37
1022,734490,394.29,Bank Transfer,2/15/2024 19:08
1023,949823,316.47,Credit Card,7/21/2024 4:44
1024,496687,603.2,Credit Card,11/2/2023 21:06
1025,642141,311.1,Debit Card,1/18/2024 17:22
1026,820,522.85,PayPal,5/29/2024 1:05
1027,828826,476.15,Bank Transfer,4/6/2024 15:03
1028,712207,692.12,Credit Card,5/11/2024 9:20
1029,958952,528.77,PayPal,6/4/2024 23:28
1030,281896,134.84,Credit Card,10/6/2023 2:12
1031,936441,788.85,Credit Card,1/11/2024 8:52
1032,807521,961.03,Credit Card,5/16/2024 10:59
1033,958588,642.2,Debit Card,2/11/2024 13:30
1034,814382,630.51,Credit Card,12/29/2023 3:40
1035,918957,513.11,Debit Card,5/7/2024 9:23
1036,234098,680.82,Bank Transfer,2/25/2024 16:16
1037,63595,238.44,PayPal,4/6/2024 21:53
1038,709652,73.63,Debit Card,8/5/2023 9:27
1039,355359,678.92,Debit Card,6/7/2024 12:30
1040,672835,71.74,Debit Card,5/3/2024 22:22
1041,43117,369.43,Debit Card,11/16/2023 7:01
1042,540009,769.39,Debit Card,4/18/2024 3:25
1043,516822,718.42,PayPal,3/26/2024 11:12
1044,268076,172.52,Credit Card,6/20/2024 23:15
1045,315034,267.61,PayPal,12/3/2023 18:39
1046,237483,729.05,PayPal,1/12/2024 13:23
1047,862778,232.21,Bank Transfer,12/30/2023 19:11
1048,696459,474.88,Bank Transfer,3/10/2024 2:52
1049,685876,342.95,Bank Transfer,8/19/2023 15:57
1050,867760,869.54,Credit Card,9/12/2023 6:54
1051,731638,945.71,PayPal,7/15/2024 21:43
1052,15317,410.58,PayPal,7/24/2023 4:10
1053,810141,687.83,Credit Card,7/14/2024 18:45
1054,594297,290.6,Debit Card,5/26/2024 22:18
1055,39361,785.01,Credit Card,6/26/2024 14:18
1056,790280,956.13,Debit Card,5/18/2024 11:41
1057,227152,489.51,Credit Card,4/26/2024 11:03
1058,87302,599.55,Debit Card,5/12/2024 8:56
1059,513620,34.28,Debit Card,8/23/2023 0:33
1060,160923,998.75,Debit Card,11/18/2023 14:35
1061,437935,238.41,Bank Transfer,6/13/2024 3:35
1062,649398,311.27,Bank Transfer,1/24/2024 20:35
1063,753843,342.9,PayPal,8/31/2023 12:05
1064,661431,157.58,Debit Card,6/13/2024 10:35
1065,833306,969.77,Bank Transfer,12/23/2023 16:41
1066,484360,840.48,Credit Card,4/6/2024 21:16
1067,666438,402.49,PayPal,4/14/2024 0:09
1068,416607,58.09,Bank Transfer,6/22/2024 14:14
1069,435736,585.55,Debit Card,6/21/2024 22:45
1070,628002,677.57,Credit Card,3/5/2024 6:49
1071,341100,224.78,PayPal,4/29/2024 6:54
1072,953433,933.57,Credit Card,2/9/2024 20:28
1073,765419,188.31,Bank Transfer,7/25/2023 8:36
1074,714923,650.47,PayPal,10/3/2023 7:36
1075,440916,24.01,PayPal,3/4/2024 12:03
1076,198002,963.75,Debit Card,6/7/2024 11:27
1077,353755,584.81,Credit Card,6/8/2024 19:03
1078,136100,164.07,Debit Card,3/8/2024 21:42
1079,13460,140.68,Credit Card,7/15/2024 12:10
1080,473354,639.01,Debit Card,5/25/2024 17:12
1081,224751,20.72,Debit Card,9/22/2023 7:32
1082,234052,35.32,Debit Card,8/27/2023 15:04
1083,853569,657.34,Bank Transfer,11/15/2023 13:27
1084,575756,106.11,Debit Card,7/23/2023 23:54
1085,467849,341.92,Credit Card,11/22/2023 19:26
1086,960686,123,Credit Card,7/17/2024 15:52
1087,339611,316.85,Credit Card,10/1/2023 19:43
1088,531668,723.73,Bank Transfer,1/27/2024 10:54
1089,939350,906.8,Bank Transfer,9/9/2023 19:33
1090,143087,542.02,Credit Card,10/23/2023 15:23
1091,519599,89.25,PayPal,5/31/2024 3:59
1092,466680,416.06,Bank Transfer,7/27/2023 0:45
1093,161960,457.97,Debit Card,2/22/2024 9:30
1094,733890,492.71,PayPal,12/31/2023 12:21
1095,694089,447.74,Credit Card,3/30/2024 21:02
1096,539295,154.4,Bank Transfer,12/15/2023 2:08
1097,486626,776.76,PayPal,12/7/2023 2:30
1098,170061,215.91,Debit Card,1/25/2024 20:57
1099,649401,841.31,Bank Transfer,3/22/2024 11:18
1100,335018,736.45,Debit Card,3/21/2024 11:55
1101,905635,816.81,Bank Transfer,1/6/2024 22:15
1102,965831,289.12,PayPal,2/24/2024 17:06
1103,29512,376.12,Credit Card,11/18/2023 0:39
1104,186906,577.14,Bank Transfer,9/19/2023 10:09
1105,154330,639.92,Bank Transfer,7/10/2024 2:43
1106,766952,524.82,Debit Card,6/12/2024 22:53
1107,529850,163.14,Debit Card,6/24/2024 1:14
1108,426707,832.32,PayPal,1/27/2024 20:01
1109,18964,208.15,PayPal,9/24/2023 23:15
1110,303463,821.54,Debit Card,4/8/2024 17:08
1111,116729,369.49,Bank Transfer,7/12/2024 18:16
1112,498733,883.14,PayPal,2/21/2024 12:49
1113,2335,37.69,Bank Transfer,9/7/2023 11:56
1114,995093,84.92,Debit Card,6/28/2024 1:58
1115,48289,431.7,Credit Card,8/11/2023 5:39
1116,217360,556.16,PayPal,2/20/2024 3:26
1117,246677,268.23,PayPal,8/21/2023 17:43
1118,130456,333.87,Credit Card,9/1/2023 22:15
1119,754680,672.94,Debit Card,3/5/2024 10:01
1120,912097,227.98,Credit Card,7/17/2024 8:04
1121,387940,413.75,Debit Card,1/31/2024 11:39
1122,59891,275.43,Bank Transfer,5/27/2024 9:29
1123,755319,406.73,Debit Card,11/16/2023 6:23
1124,983983,659.6,PayPal,3/16/2024 12:17
1125,355030,140.38,Credit Card,3/5/2024 8:06
1126,389480,195.62,PayPal,5/24/2024 22:34
1127,776096,630.13,Bank Transfer,10/25/2023 21:07
1128,456180,682.73,Debit Card,2/3/2024 19:22
1129,56869,859.31,Debit Card,3/2/2024 11:32
1130,116419,492.55,PayPal,4/22/2024 17:13
1131,76652,151.14,Debit Card,1/26/2024 15:10
1132,508544,241.72,PayPal,12/29/2023 23:11
1133,151382,324,PayPal,7/6/2024 5:20
1134,104236,197.52,Debit Card,10/7/2023 13:48
1135,118738,451.27,Bank Transfer,6/11/2024 20:30
1136,874835,83.03,Credit Card,1/16/2024 14:45
1137,718794,218.6,Credit Card,9/16/2023 18:06
1138,803240,428.78,PayPal,10/1/2023 10:32
1139,49365,744.65,Bank Transfer,10/23/2023 22:41
1140,714821,725.89,Debit Card,2/26/2024 4:32
1141,329786,292.26,Debit Card,9/30/2023 2:37
1142,239199,523.58,Credit Card,4/11/2024 10:54
1143,377351,32.44,Credit Card,9/9/2023 15:13
1144,385115,778.06,Bank Transfer,6/6/2024 12:27
1145,956533,989.84,Credit Card,2/11/2024 6:07
1146,146830,14.41,PayPal,11/8/2023 5:02
1147,575008,314.15,Debit Card,4/16/2024 12:14
1148,273868,784.34,Bank Transfer,4/21/2024 21:58
1149,412883,645.04,Credit Card,12/30/2023 1:02
1150,753477,373.02,PayPal,5/26/2024 0:22
1151,675130,198.88,Bank Transfer,2/20/2024 8:55
1152,918861,498.44,Debit Card,5/19/2024 15:56
1153,773074,775.66,Bank Transfer,4/1/2024 10:11
1154,185826,321.34,Credit Card,10/7/2023 13:32
1155,282505,363,PayPal,10/14/2023 0:12
1156,145883,735.69,PayPal,10/6/2023 15:25
1157,371279,983.78,Bank Transfer,1/13/2024 10:23
1158,310990,148.48,PayPal,10/2/2023 6:41
1159,757566,255.8,PayPal,10/1/2023 5:36
1160,280869,439.18,Credit Card,2/7/2024 16:23
1161,375845,167.16,Debit Card,11/10/2023 20:02
1162,103878,31.02,Bank Transfer,1/4/2024 2:17
1163,403264,856.63,Debit Card,9/8/2023 6:55
1164,692031,946.28,PayPal,5/20/2024 22:08
1165,231959,720.96,Debit Card,9/11/2023 4:08
1166,748826,624.93,Credit Card,4/26/2024 8:49
1167,946940,417.75,Credit Card,3/27/2024 18:16
1168,624212,933.91,PayPal,10/30/2023 18:55
1169,501126,99.43,Credit Card,11/17/2023 11:33
1170,828242,340.19,Debit Card,11/12/2023 14:29
1171,268924,662.98,Credit Card,1/31/2024 20:59
1172,904870,100.58,Debit Card,8/13/2023 17:15
1173,59006,861.73,Debit Card,5/29/2024 17:13
1174,619701,40.48,Bank Transfer,6/11/2024 16:36
1175,379405,374.06,Credit Card,12/9/2023 2:36
1176,495415,540.78,PayPal,12/17/2023 0:16
1177,182870,960.05,Credit Card,10/25/2023 13:13
1178,547076,378.44,PayPal,4/29/2024 8:53
1179,178387,541.96,Bank Transfer,12/24/2023 5:13
1180,672507,50.86,Bank Transfer,6/7/2024 10:58
1181,253870,336.26,Debit Card,4/18/2024 21:06
1182,130275,238.57,Debit Card,4/24/2024 1:41
1183,690257,859.17,PayPal,9/23/2023 11:52
1184,732112,625.5,Bank Transfer,3/21/2024 8:12
1185,38393,89.91,PayPal,11/19/2023 17:56
1186,463647,606.51,Bank Transfer,1/2/2024 0:55
1187,149277,536.26,Bank Transfer,2/11/2024 12:23
1188,35150,448.31,Credit Card,11/16/2023 1:57
1189,359029,167.22,Bank Transfer,7/5/2024 1:11
1190,806864,189.97,Debit Card,9/30/2023 8:16
1191,781654,268.17,Debit Card,4/23/2024 17:31
1192,788374,209.72,Debit Card,6/25/2024 12:20
1193,819166,288.97,Bank Transfer,11/18/2023 18:51
1194,618518,206.51,Debit Card,2/24/2024 18:58
1195,910437,766.7,Credit Card,4/18/2024 20:51
1196,745478,228.34,Bank Transfer,9/17/2023 7:43
1197,398813,276.21,Bank Transfer,1/18/2024 0:18
1198,891035,321.59,PayPal,12/31/2023 5:06
1199,703047,238.68,Bank Transfer,2/12/2024 23:28
1200,75784,611.03,Bank Transfer,6/17/2024 9:52
1201,889035,981.76,Debit Card,9/18/2023 8:31
1202,786537,714.86,PayPal,10/31/2023 21:22
1203,845154,42.97,Debit Card,12/9/2023 6:46
1204,976270,618.54,Bank Transfer,1/26/2024 2:37
1205,776643,571.44,Credit Card,6/10/2024 16:01
1206,878551,995.57,Credit Card,11/2/2023 20:26
1207,791389,881.36,Credit Card,7/25/2023 1:59
1208,520655,451.51,Bank Transfer,4/1/2024 18:42
1209,226197,314.16,Credit Card,3/27/2024 16:37
1210,830760,748.15,Bank Transfer,6/23/2024 18:14
1211,137787,804.84,Debit Card,2/21/2024 9:10
1212,704810,222,Credit Card,6/29/2024 19:42
1213,208823,179.33,PayPal,6/1/2024 3:11
1214,899492,903.97,Credit Card,7/30/2023 0:52
1215,123676,400.34,PayPal,12/10/2023 10:22
1216,747592,442.05,Debit Card,2/18/2024 13:54
1217,902171,903.14,Credit Card,5/1/2024 5:54
1218,596410,943.99,Bank Transfer,1/20/2024 5:56
1219,428992,25.81,Bank Transfer,8/20/2023 20:11
1220,53326,940.39,Bank Transfer,5/3/2024 17:16
1221,227338,471.21,Bank Transfer,1/22/2024 1:50
1222,725134,60.94,PayPal,1/2/2024 2:11
1223,134084,534.34,PayPal,5/21/2024 11:39
1224,524306,183.66,PayPal,6/1/2024 13:57
1225,93245,963.61,Bank Transfer,2/2/2024 15:09
1226,810649,343.28,Debit Card,11/17/2023 18:20
1227,418697,780.51,Bank Transfer,12/15/2023 0:40
1228,999123,384.74,Debit Card,10/14/2023 7:26
1229,984349,233.75,Debit Card,5/5/2024 18:12
1230,239311,415.25,Debit Card,4/29/2024 22:56
1231,386957,57.55,Bank Transfer,11/5/2023 6:57
1232,682139,794.57,Credit Card,7/14/2024 20:11
1233,310422,42.3,Bank Transfer,11/28/2023 10:26
1234,508840,822.67,Bank Transfer,1/19/2024 8:11
1235,466900,210.15,Bank Transfer,7/2/2024 2:26
1236,246220,645,Credit Card,12/23/2023 10:41
1237,945144,878.75,Credit Card,3/27/2024 23:35
1238,506942,706.43,Debit Card,7/23/2023 17:18
1239,262204,54.54,Debit Card,5/2/2024 23:52
1240,572473,465.6,PayPal,5/27/2024 9:02
1241,632518,270.03,Bank Transfer,6/22/2024 22:58
1242,424127,693.21,Credit Card,10/9/2023 15:33
1243,847049,629.5,Debit Card,2/28/2024 7:34
1244,266253,941.94,PayPal,11/16/2023 0:11
1245,569779,688.48,Credit Card,10/10/2023 18:02
1246,493679,639.34,PayPal,8/12/2023 8:39
1247,124290,308.35,Debit Card,5/5/2024 5:22
1248,883843,813.67,PayPal,9/16/2023 9:31
1249,420127,932.27,Credit Card,5/1/2024 14:25
1250,279353,190.29,Debit Card,6/15/2024 2:17
1251,195200,624.39,Credit Card,10/21/2023 4:21
1252,710634,118.01,Credit Card,11/28/2023 0:10
1253,747966,372.08,Bank Transfer,8/29/2023 15:27
1254,552959,555.42,Bank Transfer,2/5/2024 20:17
1255,364670,406.9,Debit Card,1/13/2024 20:38
1256,41749,703.56,Credit Card,1/21/2024 18:38
1257,395815,537.57,Credit Card,5/3/2024 4:10
1258,940025,15.5,Credit Card,3/10/2024 13:52
1259,817092,632.31,PayPal,8/1/2023 17:15
1260,857106,761.8,Debit Card,9/3/2023 16:55
1261,349374,46.34,PayPal,4/9/2024 20:25
1262,115450,236.36,Bank Transfer,9/24/2023 1:12
1263,566946,210.32,Debit Card,9/13/2023 15:04
1264,460529,529,Bank Transfer,9/12/2023 9:40
1265,79238,765.54,Credit Card,9/9/2023 21:47
1266,311620,439.27,Debit Card,1/17/2024 7:09
1267,845001,863.23,Credit Card,4/19/2024 20:16
1268,307957,218.66,Bank Transfer,11/6/2023 12:04
1269,429576,185.04,Credit Card,9/10/2023 21:18
1270,584770,550.81,Bank Transfer,11/17/2023 17:48
1271,892931,455.31,Bank Transfer,1/19/2024 0:05
1272,553256,599.48,Debit Card,2/8/2024 7:23
1273,698456,878.29,PayPal,4/25/2024 7:30
1274,759459,684.08,PayPal,7/23/2023 12:49
1275,8110,452.36,Bank Transfer,11/8/2023 13:47
1276,581463,282.47,Debit Card,5/31/2024 23:15
1277,982231,667.35,Debit Card,6/4/2024 0:46
1278,595856,67.3,PayPal,10/5/2023 23:29
1279,334236,194.9,Bank Transfer,3/13/2024 2:36
1280,739957,493.42,PayPal,1/14/2024 18:45
1281,205478,522.01,Debit Card,10/30/2023 14:39
1282,650028,583.52,Bank Transfer,10/26/2023 18:34
1283,64268,450.53,Credit Card,1/22/2024 13:29
1284,97543,128.27,PayPal,1/23/2024 3:23
1285,543310,158.02,Debit Card,4/27/2024 19:45
1286,490209,403.97,PayPal,11/28/2023 9:25
1287,237706,364.35,Credit Card,6/17/2024 18:19
1288,811304,945.33,Debit Card,7/16/2024 18:46
1289,990818,700.39,Bank Transfer,6/16/2024 14:16
1290,416909,530.16,PayPal,12/27/2023 3:30
1291,548509,701.9,PayPal,10/7/2023 1:29
1292,573743,716.68,Bank Transfer,4/28/2024 7:16
1293,556892,172.24,Debit Card,8/6/2023 18:06
1294,229465,523.22,Credit Card,6/5/2024 22:56
1295,174928,229.79,Bank Transfer,8/29/2023 12:17
1296,180650,782.4,PayPal,12/15/2023 15:38
1297,140081,837.78,Credit Card,12/27/2023 19:40
1298,236536,785.39,Debit Card,2/13/2024 20:09
1299,957740,59.08,PayPal,1/18/2024 0:45
1300,403771,293.83,Bank Transfer,7/18/2024 12:43
1301,298388,977.6,Credit Card,3/5/2024 2:00
1302,33345,244.67,Bank Transfer,7/3/2024 8:18
1303,201839,349.39,Credit Card,8/23/2023 17:13
1304,19908,708.15,PayPal,12/1/2023 7:36
1305,677239,834.69,Credit Card,6/28/2024 20:04
1306,692629,826.38,Debit Card,10/1/2023 9:25
1307,700212,675.97,PayPal,2/15/2024 15:33
1308,250111,463.86,PayPal,12/2/2023 22:01
1309,822947,204.21,Debit Card,12/13/2023 10:28
1310,794916,296.61,Bank Transfer,5/21/2024 4:05
1311,623228,445.36,Credit Card,7/27/2023 10:42
1312,925879,950.69,Debit Card,8/26/2023 23:07
1313,122202,286.58,PayPal,7/29/2023 18:05
1314,622661,697.11,Debit Card,1/23/2024 22:07
1315,615729,566.61,PayPal,1/30/2024 13:41
1316,334513,870.13,Credit Card,9/30/2023 4:11
1317,898951,518.17,Debit Card,7/10/2024 21:09
1318,296267,594.38,Credit Card,2/14/2024 23:12
1319,254624,400.5,Debit Card,4/22/2024 1:41
1320,318914,327.25,Bank Transfer,3/25/2024 4:36
1321,828287,465.5,Bank Transfer,1/28/2024 22:03
1322,187864,587.67,Bank Transfer,12/23/2023 9:57
1323,725831,240.23,Debit Card,12/5/2023 12:22
1324,867980,751.24,Debit Card,1/4/2024 5:21
1325,752549,334.49,Debit Card,4/12/2024 7:12
1326,721029,177.21,Credit Card,5/19/2024 10:20
1327,715308,727.28,PayPal,12/3/2023 17:29
1328,350038,616.05,PayPal,12/9/2023 16:57
1329,595599,545.47,Debit Card,9/23/2023 2:51
1330,559501,548.38,Bank Transfer,5/15/2024 15:23
1331,13040,516.97,Credit Card,7/16/2024 11:43
1332,467211,913.78,Bank Transfer,12/17/2023 22:52
1333,836875,269.95,Bank Transfer,11/20/2023 19:43
1334,249848,864.96,Debit Card,11/2/2023 9:15
1335,37472,557.72,Credit Card,12/22/2023 2:01
1336,8590,768.24,Bank Transfer,1/14/2024 0:04
1337,898071,25.81,Bank Transfer,1/3/2024 20:26
1338,298953,200.45,PayPal,6/30/2024 21:32
1339,799268,208.74,PayPal,6/13/2024 0:36
1340,385458,140.07,Bank Transfer,5/8/2024 6:46
1341,951481,908.61,Debit Card,9/26/2023 7:32
1342,732948,266.59,Bank Transfer,9/14/2023 11:10
1343,255436,122.59,Debit Card,7/26/2023 0:36
1344,212001,568.63,Credit Card,1/20/2024 10:46
1345,533466,361.44,Bank Transfer,4/10/2024 1:46
1346,126673,946.59,Bank Transfer,6/7/2024 1:10
1347,423053,999.03,Bank Transfer,12/11/2023 4:19
1348,606687,963.98,Bank Transfer,5/23/2024 4:22
1349,644713,205.75,Debit Card,9/5/2023 5:22
1350,428567,171.6,Debit Card,9/25/2023 3:57
1351,134919,388.23,Bank Transfer,9/23/2023 22:15
1352,236292,495.82,PayPal,5/25/2024 22:33
1353,780168,60.47,Bank Transfer,1/9/2024 17:20
1354,463073,384.89,Credit Card,3/1/2024 21:51
1355,992478,389.95,Credit Card,9/24/2023 5:38
1356,104099,583.58,PayPal,8/28/2023 9:30
1357,879150,207.89,PayPal,4/2/2024 9:56
1358,25227,598.46,Bank Transfer,6/21/2024 4:24
1359,204870,837.29,Bank Transfer,10/15/2023 16:39
1360,629621,323.43,Debit Card,11/23/2023 5:02
1361,253380,16.85,Credit Card,11/21/2023 10:00
1362,831262,819.98,Debit Card,12/10/2023 13:04
1363,956055,200.39,Bank Transfer,6/4/2024 10:56
1364,465544,170.94,Debit Card,12/21/2023 4:31
1365,649358,473.43,Credit Card,1/28/2024 12:10
1366,526383,80.05,Debit Card,12/10/2023 1:13
1367,515855,584.1,Bank Transfer,8/8/2023 19:30
1368,718211,759.63,Bank Transfer,7/14/2024 14:24
1369,554487,370.47,PayPal,12/25/2023 14:19
1370,938286,637.98,Debit Card,9/19/2023 2:03
1371,768167,364.49,PayPal,8/2/2023 20:24
1372,99749,71.63,PayPal,8/13/2023 23:38
1373,66066,537.23,PayPal,9/22/2023 7:33
1374,884045,12.92,Debit Card,6/18/2024 17:14
1375,433482,326.68,Debit Card,11/4/2023 13:27
1376,11197,501.82,PayPal,11/20/2023 14:35
1377,519430,27.65,Bank Transfer,10/3/2023 23:59
1378,3074,957.1,Credit Card,7/21/2024 23:00
1379,983555,363.7,PayPal,7/27/2023 6:24
1380,202369,172.06,Credit Card,12/1/2023 21:09
1381,194669,494.49,Credit Card,9/25/2023 3:12
1382,112393,125.21,Bank Transfer,8/30/2023 17:11
1383,916303,995.11,Bank Transfer,6/3/2024 14:35
1384,594176,254.79,Bank Transfer,8/24/2023 15:02
1385,726031,49.86,Bank Transfer,1/1/2024 1:16
1386,134880,225.2,Credit Card,5/21/2024 22:21
1387,465058,588.49,Credit Card,2/9/2024 7:10
1388,165727,910.84,Bank Transfer,3/10/2024 20:46
1389,484056,326.83,PayPal,9/10/2023 5:36
1390,841683,515.73,PayPal,8/3/2023 22:46
1391,473045,710.67,Bank Transfer,12/3/2023 13:27
1392,719782,100.41,PayPal,2/5/2024 20:23
1393,351636,435.18,Debit Card,9/17/2023 6:19
1394,399068,617.58,Bank Transfer,10/13/2023 19:13
1395,521549,383.89,Debit Card,2/21/2024 4:01
1396,945255,574.63,PayPal,9/16/2023 15:57
1397,695331,724.58,PayPal,4/27/2024 16:39
1398,376877,134.78,Credit Card,5/19/2024 20:05
1399,473691,192.25,Bank Transfer,6/18/2024 15:36
1400,150193,612.37,Bank Transfer,2/6/2024 3:25
1401,389570,654.75,Debit Card,7/5/2024 12:56
1402,117262,299.16,PayPal,1/23/2024 0:19
1403,683089,478.33,Debit Card,12/30/2023 18:26
1404,342476,961.74,Bank Transfer,11/21/2023 4:21
1405,202848,994.46,Debit Card,7/9/2024 11:45
1406,42084,305.83,Credit Card,8/5/2023 22:44
1407,273492,571.95,Credit Card,12/26/2023 9:45
1408,655788,934.25,Debit Card,2/4/2024 4:35
1409,327092,95.35,PayPal,12/17/2023 3:29
1410,999943,805.35,Credit Card,12/10/2023 9:36
1411,464649,643.94,Debit Card,9/3/2023 7:42
1412,534626,898.14,PayPal,11/25/2023 8:43
1413,602192,382.05,Credit Card,12/12/2023 6:09
1414,356847,734.12,Credit Card,2/1/2024 7:07
1415,245556,193.18,Credit Card,12/13/2023 23:39
1416,687663,153.15,PayPal,3/6/2024 15:44
1417,906610,21.64,Credit Card,9/1/2023 11:02
1418,869702,343.79,Bank Transfer,4/25/2024 8:59
1419,114143,12.01,Bank Transfer,11/26/2023 9:28
1420,599641,898.17,Bank Transfer,7/4/2024 18:54
1421,737613,621.95,Credit Card,6/17/2024 7:45
1422,70996,314.71,Bank Transfer,5/25/2024 14:20
1423,364253,801.79,Bank Transfer,11/25/2023 23:59
1424,639151,82.12,Debit Card,3/26/2024 5:23
1425,852312,46.72,Bank Transfer,5/9/2024 19:23
1426,642019,787.51,PayPal,11/4/2023 13:55
1427,611748,780.53,PayPal,6/14/2024 21:17
1428,958804,550.6,Debit Card,11/11/2023 13:19
1429,797704,168.71,Bank Transfer,8/20/2023 2:17
1430,711304,595.4,Debit Card,7/7/2024 1:31
1431,637423,571.6,PayPal,3/12/2024 0:44
1432,870023,471.79,Bank Transfer,4/1/2024 13:02
1433,118654,628.85,PayPal,10/13/2023 15:14
1434,122903,513.47,PayPal,5/3/2024 20:00
1435,903732,746.23,Bank Transfer,3/26/2024 5:13
1436,476957,378.4,PayPal,3/29/2024 2:42
1437,475410,98.99,PayPal,5/29/2024 14:37
1438,476390,751.46,Debit Card,12/1/2023 12:44
1439,461854,514.57,PayPal,2/3/2024 6:31
1440,107144,797.96,Debit Card,3/4/2024 7:09
1441,278623,333.86,Debit Card,5/31/2024 4:10
1442,68104,783.7,PayPal,9/12/2023 5:25
1443,703765,915.75,Credit Card,7/26/2023 13:37
1444,879711,923.47,Debit Card,11/25/2023 15:38
1445,268125,324.54,Bank Transfer,4/15/2024 9:11
1446,650942,614.05,PayPal,4/30/2024 20:01
1447,881849,420.87,Debit Card,6/22/2024 0:47
1448,970113,220.14,PayPal,9/20/2023 8:10
1449,531707,391.27,PayPal,5/21/2024 4:27
1450,277631,113.28,Credit Card,2/18/2024 14:51
1451,973963,559.81,Bank Transfer,8/15/2023 4:30
1452,854868,679.97,PayPal,9/3/2023 5:19
1453,255927,138.97,Credit Card,6/26/2024 19:39
1454,672433,792.52,PayPal,8/4/2023 21:33
1455,122326,648.64,Bank Transfer,1/8/2024 13:08
1456,24080,397.19,Credit Card,8/17/2023 6:25
1457,837411,35.93,Credit Card,1/4/2024 3:39
1458,885623,489.06,Credit Card,9/27/2023 13:58
1459,658035,773.02,Credit Card,9/1/2023 21:22
1460,374112,328.12,Bank Transfer,5/8/2024 1:17
1461,777640,34,Credit Card,12/15/2023 7:40
1462,784392,75.94,PayPal,7/20/2024 21:15
1463,724915,939.04,PayPal,7/12/2024 12:13
1464,38764,328.01,PayPal,5/20/2024 15:08
1465,263043,297.75,Bank Transfer,9/20/2023 14:57
1466,786290,145.42,Bank Transfer,6/18/2024 17:42
1467,30163,293.11,Debit Card,6/29/2024 11:05
1468,409255,342.6,PayPal,1/17/2024 17:23
1469,871893,737.74,Credit Card,5/14/2024 5:56
1470,922310,754.38,Credit Card,2/19/2024 9:20
1471,794375,857.83,PayPal,11/26/2023 0:03
1472,662163,705.5,Debit Card,6/30/2024 18:48
1473,992242,81.88,Debit Card,7/24/2023 20:34
1474,931785,593.82,Credit Card,9/4/2023 18:42
1475,547934,15.15,PayPal,12/20/2023 4:04
1476,196702,77.22,Debit Card,9/14/2023 13:02
1477,910673,834.14,Bank Transfer,11/19/2023 2:43
1478,725608,258.38,Bank Transfer,10/10/2023 2:37
1479,56177,253.02,Debit Card,11/2/2023 15:27
1480,40487,477.1,Debit Card,9/2/2023 23:39
1481,416083,243.65,Credit Card,8/9/2023 0:30
1482,752586,694.88,Credit Card,3/26/2024 0:32
1483,419103,332.17,Credit Card,4/27/2024 12:20
1484,15799,786.56,Credit Card,2/4/2024 7:40
1485,458873,447.25,Credit Card,12/2/2023 12:10
1486,196079,152.36,PayPal,6/27/2024 20:43
1487,815572,732.48,PayPal,6/8/2024 16:20
1488,851476,881.62,PayPal,3/30/2024 0:12
1489,527511,886.03,Credit Card,8/22/2023 18:20
1490,127221,987.3,Bank Transfer,5/12/2024 21:13
1491,416088,47.99,Bank Transfer,5/2/2024 18:14
1492,995796,262.72,Debit Card,8/31/2023 8:30
1493,248483,151.48,PayPal,2/28/2024 17:24
1494,325249,28.99,PayPal,11/4/2023 13:04
1495,9287,389.73,Credit Card,11/7/2023 10:23
1496,522584,351.02,Credit Card,1/3/2024 4:57
1497,917619,477.38,Debit Card,9/26/2023 23:20
1498,364248,58.58,PayPal,7/21/2024 5:18
1499,697899,368.93,Credit Card,11/11/2023 12:34
1500,864936,416.4,PayPal,7/24/2023 19:50
1501,944965,282.24,Credit Card,3/22/2024 15:41
1502,243655,27.82,Bank Transfer,8/31/2023 7:15
1503,162186,781.01,PayPal,11/21/2023 10:28
1504,209365,125.94,Bank Transfer,11/13/2023 0:31
1505,599944,283.48,PayPal,7/25/2023 17:26
1506,147210,428.74,Bank Transfer,5/14/2024 4:29
1507,122356,221.27,PayPal,7/29/2023 11:30
1508,88420,993.69,PayPal,2/20/2024 12:04
1509,386622,830.51,Debit Card,6/2/2024 0:22
1510,497439,784.58,Bank Transfer,1/10/2024 21:12
1511,774446,914.93,PayPal,12/10/2023 18:54
1512,971745,68.93,Debit Card,5/15/2024 15:12
1513,14156,268.01,Bank Transfer,8/15/2023 14:55
1514,907964,775.83,PayPal,6/19/2024 23:20
1515,541112,318.05,Bank Transfer,3/17/2024 6:54
1516,153132,895.81,PayPal,1/22/2024 1:31
1517,669775,615.47,Credit Card,8/6/2023 14:16
1518,106922,307.69,Credit Card,1/19/2024 0:47
1519,224163,352.77,PayPal,3/26/2024 11:27
1520,37423,208.65,PayPal,2/13/2024 16:22
1521,389428,461.54,Credit Card,2/6/2024 14:41
1522,859521,891.45,PayPal,12/1/2023 20:28
1523,177035,368.98,Debit Card,4/16/2024 2:04
