order_id,customer_id,product_id,quantity,total_amount,order_status,timestamp
1947,182913,182854,1,416.54,Delivered,1/5/2024 17:52
1948,959469,726970,2,39.38,Shipped,7/26/2023 4:42
1949,758451,906877,4,812.76,Pending,4/14/2024 19:04
1950,93988,367789,4,1918.07,Pending,3/31/2024 0:58
1951,683823,403369,4,637.12,Processing,12/14/2023 2:47
1952,688320,333810,2,515.13,Shipped,1/3/2024 23:11
1953,42588,478901,3,990.6,Delivered,10/15/2023 1:36
1954,82955,11063,4,433.52,Delivered,8/1/2023 0:04
1955,395183,143760,4,1375.75,Delivered,5/22/2024 19:29
1956,305337,523381,1,442.46,Processing,9/30/2023 9:57
1957,789749,171035,4,1491.94,Processing,1/20/2024 8:43
1958,872194,558740,4,225.14,Delivered,1/6/2024 10:29
1959,184244,621621,5,758.42,Processing,5/9/2024 10:22
1960,418754,951191,1,381.34,Pending,3/2/2024 5:44
1961,728235,697211,5,2224.52,Delivered,5/3/2024 17:58
1962,290382,957451,4,252.67,Pending,12/26/2023 1:37
1963,987603,482644,2,745.52,Shipped,4/9/2024 8:21
1964,976101,308933,1,423.79,Shipped,3/14/2024 13:30
1965,775461,74170,2,575.71,Processing,6/4/2024 21:57
1966,811265,274590,1,378.24,Delivered,5/27/2024 13:30
1967,666321,418614,3,418.88,Pending,3/26/2024 15:32
1968,416032,939482,1,104.3,Pending,4/6/2024 7:41
1969,736305,556551,3,1396.25,Processing,5/10/2024 4:04
1970,359965,25250,2,33.73,Processing,1/11/2024 3:58
1971,206420,70858,4,1643.22,Delivered,4/22/2024 15:56
1972,926367,777954,1,380.54,Pending,5/19/2024 13:49
1973,557021,59361,4,1600.24,Pending,6/16/2024 18:18
1974,194087,41602,1,476.41,Processing,7/2/2024 1:44
1975,835478,9823,1,245.5,Shipped,1/10/2024 21:51
1976,512539,85627,4,1004.72,Pending,4/9/2024 23:19
1977,243424,829384,5,1368.59,Pending,11/27/2023 0:00
1978,348577,89261,3,397.74,Delivered,5/5/2024 3:28
1979,118079,227659,4,1003.26,Delivered,4/27/2024 4:42
1980,844358,595217,5,1564.77,Processing,9/20/2023 19:29
1981,330754,759159,4,1017.57,Delivered,1/14/2024 11:00
1982,68925,659487,1,124.39,Pending,9/8/2023 4:45
1983,257280,323936,3,418.8,Pending,2/28/2024 17:07
1984,549359,421595,4,1564.15,Pending,11/11/2023 2:10
1985,625288,33213,1,135.85,Pending,11/13/2023 9:50
1986,788628,446626,3,781.11,Shipped,3/20/2024 16:05
1987,127042,238386,2,649.46,Shipped,5/25/2024 10:53
1988,77357,617663,2,295.73,Delivered,12/3/2023 4:42
1989,137845,985875,3,494.05,Delivered,3/16/2024 5:05
1990,586945,230939,3,976.8,Shipped,11/30/2023 7:53
1991,581690,685050,3,127.68,Delivered,12/9/2023 14:57
1992,864801,855970,4,1369.68,Shipped,7/15/2024 18:52
1993,663143,701557,4,1636.32,Processing,10/9/2023 1:15
1994,204993,822488,1,250.94,Pending,6/21/2024 22:11
1995,238881,699335,1,73.42,Delivered,1/12/2024 6:40
1996,200663,948049,4,656.05,Pending,11/30/2023 2:38
1997,498854,608728,3,287.01,Delivered,8/18/2023 20:57
1998,199606,517649,5,2368.14,Shipped,7/1/2024 13:26
1999,654241,926808,4,1601.47,Delivered,1/11/2024 2:22
2000,582091,463346,4,1820.2,Shipped,7/22/2023 22:09
2001,850017,436517,4,1640,Delivered,1/12/2024 2:39
2002,363282,596404,5,1318.84,Pending,8/5/2023 13:47
2003,507514,265240,4,405.46,Shipped,2/23/2024 2:18
2004,753678,503867,2,595.76,Processing,9/29/2023 18:55
2005,427528,620127,4,1715.18,Processing,10/21/2023 14:09
2006,726426,39570,4,380.72,Processing,5/30/2024 1:44
2007,179404,695631,1,375.91,Processing,6/8/2024 14:41
2008,760466,952870,2,209.4,Shipped,12/25/2023 0:04
2009,279034,471270,5,1239.8,Delivered,2/4/2024 15:38
2010,741447,909241,4,1358.78,Processing,3/16/2024 0:30
2011,79586,32582,2,321.8,Shipped,5/31/2024 6:41
2012,690078,461064,2,143.28,Shipped,10/22/2023 19:42
2013,184132,268070,5,434.32,Delivered,12/25/2023 10:40
2014,283841,716427,3,1242.32,Shipped,3/21/2024 12:14
2015,779393,808763,1,54.67,Pending,4/1/2024 23:59
2016,946881,412258,3,1142.16,Shipped,8/30/2023 20:36
2017,302007,990648,5,1168.48,Delivered,5/21/2024 19:54
2018,419911,384874,4,1271.42,Shipped,8/19/2023 20:27
2019,139371,176595,3,464.11,Pending,4/11/2024 17:24
2020,245685,183225,4,96.58,Pending,6/1/2024 7:06
2021,776398,385141,2,360.98,Processing,9/17/2023 22:38
2022,194989,657112,1,386.16,Delivered,2/21/2024 0:07
2023,317283,194879,4,213.98,Shipped,11/14/2023 19:14
2024,661252,891858,1,411.45,Shipped,9/14/2023 20:34
2025,226046,936325,4,1667.35,Processing,4/4/2024 23:36
2026,807925,743263,2,459.85,Shipped,5/7/2024 16:06
2027,212201,866174,1,83.92,Shipped,7/9/2024 17:42
2028,566465,20377,1,232.28,Pending,5/1/2024 0:35
2029,514039,787064,5,2389.37,Delivered,8/1/2023 7:10
2030,651952,959343,3,1118.48,Shipped,8/11/2023 7:23
2031,95204,747274,5,2310.3,Shipped,12/4/2023 1:32
2032,218602,932303,2,732.04,Delivered,10/21/2023 17:21
2033,152614,355379,4,86.55,Processing,3/28/2024 8:16
2034,82374,247347,4,1710.98,Pending,8/6/2023 13:09
2035,587690,328768,5,796.4,Shipped,2/13/2024 16:25
2036,760990,878246,4,1723.02,Delivered,5/23/2024 21:24
2037,136019,26288,5,146.27,Processing,7/21/2024 15:54
2038,588049,140251,2,565.45,Pending,7/14/2024 15:56
2039,167207,722738,2,707.06,Processing,4/8/2024 17:46
2040,674305,843890,4,1723.66,Delivered,11/25/2023 20:57
2041,252735,965525,1,259.49,Pending,6/9/2024 19:30
2042,691752,897966,1,393.65,Delivered,11/1/2023 23:35
2043,462348,804535,4,1339.87,Shipped,9/25/2023 6:48
2044,235976,67218,1,344.21,Pending,2/25/2024 23:45
2045,173357,889314,5,529.98,Processing,3/30/2024 1:50
2046,103495,44402,2,706.05,Pending,11/9/2023 20:44
2047,167736,241270,1,318.39,Shipped,8/31/2023 10:17
2048,648627,527884,2,651.79,Shipped,2/8/2024 4:28
2049,190383,173208,4,657.24,Pending,9/28/2023 8:56
2050,528740,164734,1,388.39,Pending,2/5/2024 11:52
2051,135322,345417,1,59.4,Pending,2/6/2024 15:24
2052,125218,593640,1,278.41,Delivered,8/11/2023 23:51
2053,159938,241567,2,568.75,Delivered,5/27/2024 23:03
2054,868810,997818,1,139.05,Delivered,8/8/2023 15:55
2055,880850,972809,4,527.92,Shipped,1/20/2024 18:35
2056,3515,984277,1,374.05,Pending,12/8/2023 9:32
2057,703391,332507,4,1517.46,Pending,3/12/2024 9:45
2058,149775,363669,3,678.35,Delivered,3/14/2024 11:44
2059,482186,333214,4,1943.87,Pending,7/4/2024 13:12
2060,583609,635409,3,530.58,Delivered,3/28/2024 7:39
2061,448281,367139,4,1682.56,Processing,4/26/2024 22:56
2062,318627,213160,1,218.88,Pending,6/23/2024 18:01
2063,576155,987512,3,1236.3,Pending,6/12/2024 22:32
2064,217104,177478,1,225.24,Processing,1/31/2024 20:38
2065,2353,302615,1,431.49,Pending,10/31/2023 6:58
2066,149443,656985,4,1519.85,Shipped,2/12/2024 3:51
2067,529175,134748,5,1041.95,Pending,8/10/2023 18:56
2068,380847,674417,5,82.27,Shipped,5/27/2024 9:43
2069,142284,683338,3,686.91,Delivered,6/27/2024 6:32
2070,392693,627243,2,81.08,Processing,1/11/2024 17:56
2071,106289,813199,1,263.63,Processing,9/9/2023 14:59
2072,497481,33328,1,194.51,Delivered,1/21/2024 18:20
2073,465873,748361,5,1749.2,Shipped,6/26/2024 15:15
2074,41048,273002,5,2423.4,Processing,9/24/2023 14:57
2075,493820,610636,1,22.48,Pending,3/14/2024 12:16
2076,275440,779408,2,890.42,Pending,8/31/2023 3:36
2077,173407,55872,1,111.16,Pending,10/3/2023 6:05
2078,16879,782123,1,153.57,Shipped,8/7/2023 21:48
2079,913851,652984,4,1751.91,Pending,5/30/2024 7:53
2080,587361,332992,2,134.66,Delivered,8/10/2023 23:19
2081,451357,324602,4,1374.49,Shipped,6/12/2024 19:47
2082,394342,241896,2,313.72,Shipped,5/29/2024 0:09
2083,873794,100223,5,1556.11,Processing,2/7/2024 17:10
2084,500805,633473,4,625.06,Pending,9/3/2023 3:18
2085,591965,399340,5,2365.81,Delivered,11/19/2023 22:06
2086,63226,440366,1,221.65,Shipped,5/10/2024 2:28
2087,160514,205616,2,536.74,Pending,2/8/2024 22:28
2088,543381,66933,2,666.16,Processing,3/24/2024 16:41
2089,790957,577680,4,461.63,Delivered,4/25/2024 13:39
2090,805331,499849,3,1231.77,Processing,12/6/2023 14:03
2091,255836,356193,5,248.93,Shipped,9/29/2023 8:08
2092,872376,30600,2,891.29,Pending,6/2/2024 13:57
2093,620386,129810,2,768.64,Processing,7/20/2024 21:17
2094,363864,409319,1,18.6,Delivered,8/4/2023 12:29
2095,618581,376143,1,480.78,Shipped,4/19/2024 3:54
2096,805837,53573,1,58.32,Pending,7/28/2023 14:51
2097,875445,482452,3,558.35,Shipped,11/13/2023 1:54
2098,799477,425091,1,408.14,Shipped,9/11/2023 22:04
2099,297505,500502,5,1311.15,Delivered,7/31/2023 9:04
2100,581057,231074,4,444.16,Pending,8/9/2023 2:35
2101,725570,839225,2,55.91,Delivered,12/5/2023 5:29
2102,530348,788831,5,173.8,Pending,6/22/2024 8:31
2103,621952,183006,4,868.12,Shipped,3/18/2024 22:37
2104,202781,964787,3,456.87,Delivered,8/25/2023 18:14
2105,761248,463485,2,109.97,Shipped,11/26/2023 12:42
2106,436269,711663,4,1884.94,Processing,8/20/2023 14:06
2107,99052,45415,5,1861.34,Delivered,9/9/2023 13:01
2108,252598,32266,4,1865.59,Shipped,10/2/2023 17:53
2109,317309,818318,4,274.76,Processing,4/30/2024 0:44
2110,730461,460923,5,568.65,Delivered,12/22/2023 10:58
2111,786749,253787,1,132.82,Shipped,2/27/2024 17:13
2112,469057,607101,5,2490.98,Delivered,5/22/2024 15:03
2113,624320,382688,2,620.62,Delivered,8/22/2023 0:56
2114,64763,992110,5,1443.8,Processing,8/16/2023 17:26
2115,988670,807884,1,383.71,Shipped,11/12/2023 21:50
2116,967255,491794,4,991.11,Processing,5/16/2024 6:46
2117,341030,588839,2,121.54,Delivered,11/21/2023 7:09
2118,501325,211087,2,913.51,Pending,11/6/2023 11:19
2119,450494,184543,4,573.49,Shipped,12/1/2023 14:14
2120,635663,103901,2,996.29,Pending,3/6/2024 18:19
2121,189400,910826,1,408.41,Processing,12/11/2023 1:07
2122,3042,791511,3,53.58,Processing,10/31/2023 6:37
2123,229624,922524,4,1990.78,Delivered,12/13/2023 11:18
2124,377725,926887,1,451.37,Pending,12/25/2023 12:21
2125,304136,406866,5,853.53,Delivered,10/19/2023 22:28
2126,705478,678963,2,669.96,Pending,4/20/2024 3:33
2127,374774,369726,4,1112.55,Delivered,5/11/2024 7:55
2128,846789,168082,1,150.1,Processing,3/31/2024 14:14
2129,60330,996507,5,1419.21,Processing,7/4/2024 1:31
2130,890462,516995,5,1998.3,Processing,9/17/2023 4:53
2131,328393,59100,4,1492.72,Delivered,12/12/2023 22:27
2132,3107,400028,1,255.48,Processing,5/29/2024 5:15
2133,209691,550465,2,766.5,Pending,7/15/2024 14:55
2134,71367,970753,3,1497.67,Shipped,4/13/2024 17:04
2135,504807,964469,1,242.73,Processing,8/13/2023 23:54
2136,156656,896259,2,32.7,Shipped,4/25/2024 4:35
2137,616963,18176,2,312.92,Shipped,5/27/2024 16:33
2138,147400,889001,5,352.78,Delivered,3/29/2024 22:09
2139,36790,531249,1,353.78,Delivered,10/12/2023 10:10
2140,782151,53213,5,639.11,Pending,6/20/2024 0:54
2141,57735,621089,2,858.64,Pending,6/13/2024 3:06
2142,950729,401024,3,205.65,Shipped,9/14/2023 10:27
2143,194107,308159,3,1021.16,Processing,4/21/2024 19:14
2144,322503,98048,1,221.18,Processing,3/7/2024 20:48
2145,763423,62002,2,501.97,Delivered,4/14/2024 16:51
2146,527212,142013,5,553.78,Processing,11/13/2023 13:55
2147,567473,454707,3,1399.12,Processing,8/24/2023 10:26
2148,352908,464559,5,2134.07,Processing,8/4/2023 19:25
2149,544134,703592,1,334.67,Processing,3/4/2024 8:42
2150,546731,109588,1,12.62,Shipped,3/26/2024 8:51
2151,117021,139949,3,116.67,Pending,11/6/2023 9:01
2152,4063,269617,4,1897.72,Shipped,1/1/2024 3:14
2153,879446,966304,4,1374.92,Processing,8/14/2023 20:24
2154,583224,661181,2,25.31,Pending,8/3/2023 22:02
2155,247484,100626,4,685.34,Shipped,12/28/2023 0:12
2156,992297,779624,1,204.38,Shipped,6/21/2024 22:23
2157,185194,37980,4,631.9,Shipped,7/27/2023 12:15
2158,431106,719888,5,1667.07,Shipped,10/14/2023 14:44
2159,126359,642462,3,672.13,Delivered,8/11/2023 8:28
2160,773624,840853,2,943.79,Pending,5/2/2024 11:14
2161,303452,26419,2,579.42,Pending,8/14/2023 2:18
2162,82720,446840,1,476.75,Processing,4/3/2024 18:18
2163,610408,232799,1,458.39,Processing,4/8/2024 21:25
2164,538222,242037,4,1985.46,Delivered,6/8/2024 18:53
2165,172918,292897,1,319.3,Processing,2/24/2024 0:16
2166,570327,478882,2,525.82,Delivered,4/24/2024 12:49
2167,802801,348730,4,1833.82,Delivered,10/27/2023 12:17
2168,945397,398016,3,608.7,Pending,12/24/2023 11:51
2169,282971,364329,5,961.23,Shipped,3/4/2024 4:22
2170,783157,801270,4,1307.62,Delivered,2/4/2024 12:36
2171,698154,650499,4,820.57,Processing,5/10/2024 16:34
2172,924133,763375,5,1333.02,Pending,4/8/2024 11:58
2173,879212,998253,3,86.97,Delivered,12/21/2023 10:16
2174,723526,438484,5,1816.5,Pending,8/29/2023 6:11
2175,424644,880199,5,1223.59,Pending,7/26/2023 19:32
2176,270765,53289,5,1951.76,Pending,3/11/2024 12:51
2177,345144,833241,3,1058.98,Pending,3/22/2024 22:11
2178,444636,744392,3,1435.67,Processing,12/5/2023 1:23
2179,739068,75995,2,195.63,Delivered,3/25/2024 15:48
2180,553513,565547,4,1458.04,Shipped,7/10/2024 9:47
2181,165685,217093,2,379.73,Delivered,6/21/2024 6:38
2182,101217,471459,4,1437.43,Shipped,8/20/2023 17:38
2183,428206,430971,3,244.79,Delivered,12/22/2023 1:39
2184,826495,537096,3,1075.95,Shipped,4/4/2024 12:28
2185,896585,570774,3,877.31,Delivered,6/3/2024 20:47
2186,481927,628642,2,421.8,Processing,1/17/2024 17:38
2187,246094,641327,5,1807.46,Processing,9/3/2023 3:56
2188,14644,866340,2,147.34,Delivered,12/27/2023 22:16
2189,157171,157505,4,182.14,Shipped,1/20/2024 23:28
2190,899419,906720,5,2498.1,Delivered,8/26/2023 15:31
2191,690161,992943,5,240.42,Processing,10/8/2023 5:37
2192,773534,645396,5,334.09,Processing,7/2/2024 11:08
2193,396512,815931,4,924.65,Shipped,8/28/2023 5:51
2194,306708,381329,2,888.23,Delivered,1/3/2024 10:33
2195,238006,559260,5,230.41,Pending,12/2/2023 5:51
2196,71025,199127,5,2003.04,Shipped,1/4/2024 22:03
2197,681013,631708,4,631.27,Shipped,4/20/2024 19:06
2198,524381,880959,5,964.77,Processing,6/2/2024 0:33
2199,223341,223960,4,1445.48,Pending,12/1/2023 22:00
2200,605608,14502,5,2489.3,Processing,8/10/2023 18:52
2201,71621,567106,5,1135.55,Processing,3/2/2024 18:12
2202,174341,109018,2,252.1,Delivered,5/29/2024 0:09
2203,874276,748519,2,798.79,Processing,10/2/2023 19:21
2204,81322,129014,3,909.83,Delivered,11/16/2023 9:49
2205,367278,571403,5,845.49,Processing,7/12/2024 20:42
2206,580418,739147,1,162.39,Shipped,2/19/2024 17:37
2207,383788,505695,4,288.18,Shipped,7/11/2024 15:01
2208,901865,650898,1,245.78,Processing,8/23/2023 14:56
2209,251070,631565,2,650.07,Delivered,6/1/2024 3:52
2210,265957,358827,3,693.01,Pending,10/27/2023 0:34
2211,912859,549924,1,17.43,Processing,7/3/2024 3:39
2212,258924,227150,2,37.76,Processing,9/23/2023 12:03
2213,14880,261594,1,189.12,Shipped,5/8/2024 21:23
2214,726902,722336,4,1635.11,Processing,11/21/2023 0:42
2215,594471,333286,5,469.3,Shipped,7/8/2024 7:04
2216,182483,229518,3,1234.48,Processing,3/21/2024 21:30
2217,722381,878239,1,194.34,Delivered,2/16/2024 3:16
2218,771692,403799,2,829.69,Shipped,3/23/2024 21:35
2219,697930,86110,2,144.12,Processing,5/28/2024 18:27
2220,235730,345633,4,767.9,Delivered,1/24/2024 21:56
2221,21962,552175,2,574.4,Processing,12/9/2023 17:29
2222,898958,197451,4,519.3,Pending,7/11/2024 23:58
2223,831769,525383,2,482.64,Processing,11/5/2023 15:41
2224,684161,816252,5,1740.57,Delivered,1/24/2024 10:18
2225,84670,284103,4,155.95,Delivered,3/25/2024 1:48
2226,326790,291181,3,1408.08,Delivered,5/24/2024 17:53
2227,680603,493664,5,295.01,Processing,7/20/2024 1:05
2228,570834,816045,5,408.88,Pending,6/6/2024 18:08
2229,155842,309479,5,536.12,Processing,9/22/2023 2:12
2230,832487,821372,5,810.78,Processing,4/18/2024 6:29
2231,721762,861524,2,165.2,Shipped,12/15/2023 12:26
2232,140885,296467,5,843.41,Processing,8/23/2023 16:40
2233,17156,984184,4,184.64,Shipped,11/21/2023 15:41
2234,793984,819569,4,1391.85,Shipped,2/6/2024 15:12
2235,210287,32498,5,521.86,Pending,7/29/2023 8:30
2236,829763,826237,4,1673.14,Pending,1/22/2024 13:17
2237,613783,669019,5,1034.87,Shipped,5/15/2024 20:14
2238,392742,75966,4,430.65,Delivered,1/1/2024 5:21
2239,438059,349602,1,136.15,Pending,10/25/2023 5:15
2240,714272,455086,5,734.58,Delivered,7/24/2023 2:56
2241,30307,409794,2,424.99,Shipped,10/24/2023 13:07
2242,771680,925162,5,1059.63,Delivered,12/27/2023 17:17
2243,663470,633793,4,1854.56,Processing,2/19/2024 0:16
2244,777056,770144,5,639.79,Pending,6/9/2024 13:33
2245,346594,821272,2,483.49,Delivered,3/16/2024 13:54
2246,784810,582309,2,864.35,Pending,6/28/2024 21:38
2247,81739,832723,1,360.2,Pending,7/23/2023 23:27
2248,952106,761822,5,2205.8,Delivered,11/9/2023 13:24
2249,287954,762989,2,477.84,Processing,6/6/2024 19:21
2250,920796,666138,2,620.25,Pending,4/18/2024 1:07
2251,755932,136790,2,52.46,Shipped,7/1/2024 9:29
2252,957222,463549,5,121.72,Delivered,1/24/2024 1:33
2253,279011,678911,5,952.55,Processing,7/8/2024 8:58
2254,952900,67678,4,429.12,Pending,4/29/2024 0:48
2255,292214,206495,4,1852.38,Processing,7/29/2023 2:01
2256,334680,917985,5,318.29,Processing,12/5/2023 21:27
2257,954464,653415,1,229.85,Shipped,6/29/2024 5:43
2258,813990,203656,4,892.88,Shipped,10/29/2023 14:54
2259,313512,726673,5,1884.65,Pending,8/26/2023 8:16
2260,730922,851309,2,354.23,Pending,11/23/2023 13:31
2261,353170,320268,4,825.61,Pending,3/31/2024 20:34
2262,249727,793257,4,946.71,Processing,3/31/2024 15:35
2263,344332,151179,4,503.58,Shipped,2/2/2024 17:41
2264,56409,163078,3,1308.49,Pending,9/12/2023 18:03
2265,683645,528806,4,1848.57,Pending,11/19/2023 22:53
2266,16029,27953,3,950.27,Pending,5/5/2024 3:34
2267,203656,545181,1,393.63,Processing,1/18/2024 9:06
2268,855068,3771,2,107.27,Delivered,2/12/2024 15:38
2269,857027,637467,5,2348.13,Shipped,5/28/2024 22:08
2270,101323,739453,5,130.07,Delivered,2/17/2024 14:35
2271,167776,245939,4,420.42,Delivered,11/4/2023 12:42
2272,823135,244504,4,1201.86,Processing,3/31/2024 11:38
2273,231759,825552,3,1035.32,Pending,1/6/2024 9:41
2274,570430,950689,5,1548.92,Pending,8/29/2023 4:24
2275,650836,556655,2,753.37,Delivered,12/31/2023 5:23
2276,344485,655169,3,1208.55,Processing,10/1/2023 14:48
2277,410845,354008,2,224.21,Processing,12/29/2023 9:32
2278,882119,310036,3,1466.08,Pending,4/9/2024 16:12
2279,902720,414222,4,1005.94,Delivered,4/8/2024 16:05
2280,698645,453112,4,1305.63,Delivered,10/21/2023 20:48
2281,672529,832506,3,373.84,Processing,4/15/2024 0:32
2282,112373,428348,3,668.75,Pending,7/21/2024 23:10
2283,499411,809242,4,783.6,Delivered,2/11/2024 1:20
2284,323662,822649,1,170.15,Processing,12/5/2023 18:47
2285,594841,545805,4,283.94,Delivered,8/24/2023 11:06
2286,836915,527369,5,1713.41,Processing,1/12/2024 4:52
2287,493318,917184,4,1125.37,Delivered,1/15/2024 7:19
2288,731408,755586,4,218.65,Processing,4/12/2024 13:34
2289,11342,571205,3,1153.31,Processing,5/8/2024 16:50
2290,864638,564085,3,656.65,Pending,10/29/2023 7:06
2291,279234,523267,3,472.76,Shipped,9/15/2023 16:19
2292,351172,637517,1,463.58,Processing,8/20/2023 20:12
2293,28086,207699,4,796.44,Processing,3/17/2024 2:56
2294,556756,337705,3,521.26,Shipped,7/28/2023 3:36
2295,626527,855858,1,248.52,Processing,11/27/2023 17:40
2296,334350,216649,2,688.58,Shipped,1/28/2024 2:00
2297,871039,843182,2,887.4,Delivered,3/18/2024 11:09
2298,960976,880183,5,2029.67,Processing,5/14/2024 22:03
2299,69694,750137,5,1123.16,Delivered,3/19/2024 7:45
2300,303946,651388,3,642.6,Delivered,3/21/2024 1:58
2301,599290,932923,3,1419.77,Delivered,6/3/2024 10:30
2302,395316,198740,3,1072.37,Processing,6/16/2024 15:17
2303,294702,726888,5,2305.24,Shipped,5/17/2024 3:34
2304,997832,455510,1,254.75,Pending,10/7/2023 19:27
2305,983106,821707,4,64.07,Shipped,10/10/2023 23:12
2306,464837,745990,3,210.35,Processing,8/20/2023 11:37
2307,719097,257272,1,194.76,Shipped,1/8/2024 11:37
2308,631875,77384,5,1859.65,Pending,5/24/2024 0:18
2309,943545,714798,2,49.54,Shipped,4/27/2024 17:41
2310,989766,118300,3,201.44,Pending,5/1/2024 14:37
2311,748638,659233,4,480.91,Shipped,7/6/2024 17:08
2312,243047,837807,1,205.3,Delivered,9/9/2023 22:26
2313,941394,695884,4,1745.33,Delivered,4/5/2024 9:57
2314,855905,836148,1,369.62,Processing,4/18/2024 17:18
2315,683172,221738,1,343.34,Delivered,5/30/2024 14:05
2316,81638,852432,3,1157.37,Shipped,11/20/2023 1:52
2317,807501,548051,3,1036.66,Shipped,6/10/2024 10:18
2318,414707,533338,4,571.36,Processing,7/28/2023 19:31
2319,893656,524926,3,1031.26,Processing,2/26/2024 13:12
2320,551715,357959,5,1519.35,Shipped,4/20/2024 3:34
2321,925939,49702,4,997.66,Shipped,9/10/2023 11:56
2322,340506,78126,4,86.06,Pending,2/3/2024 21:05
2323,362830,363447,5,775.14,Delivered,10/31/2023 4:58
2324,749817,74065,1,345.94,Processing,5/13/2024 19:53
2325,48929,634407,1,258.42,Shipped,4/30/2024 23:51
2326,588814,569484,3,854.54,Delivered,7/29/2023 10:13
2327,810040,219296,2,977.77,Processing,4/16/2024 10:51
2328,137548,691753,3,164.89,Processing,11/19/2023 7:38
2329,318289,867714,3,737.85,Shipped,6/13/2024 12:02
2330,736480,404085,1,294.81,Pending,3/8/2024 19:15
2331,316290,458375,3,745.61,Pending,8/24/2023 18:35
2332,263819,269641,5,1687.29,Pending,1/11/2024 1:36
2333,249193,221845,3,1243.79,Pending,5/12/2024 9:17
2334,848045,319410,5,338.82,Shipped,1/16/2024 6:56
2335,557143,489260,3,824.15,Processing,9/2/2023 20:42
2336,788585,173649,2,287.31,Processing,3/2/2024 15:37
2337,833963,195032,2,413.72,Pending,6/23/2024 1:24
2338,465812,839256,2,153.11,Processing,4/29/2024 13:21
2339,869814,863003,5,873.94,Delivered,1/30/2024 11:19
2340,13200,618499,4,1409.3,Delivered,10/28/2023 6:29
2341,345498,818022,1,93.15,Delivered,6/11/2024 15:01
2342,306103,175508,1,422.78,Shipped,10/4/2023 8:20
2343,478776,381316,3,1359.22,Processing,2/11/2024 18:00
2344,988851,339524,1,120.51,Shipped,5/27/2024 12:23
2345,72589,637079,2,745.27,Delivered,7/29/2023 8:52
2346,967512,218559,5,306.72,Processing,2/9/2024 8:01
2347,343777,862416,5,1794.01,Delivered,10/8/2023 20:03
2348,978083,171147,4,148.66,Shipped,10/17/2023 0:20
2349,663188,268409,4,1703.49,Pending,6/13/2024 3:58
2350,480689,234719,5,2489.34,Shipped,8/24/2023 9:07
2351,551434,686281,1,484.59,Shipped,11/11/2023 0:12
2352,220426,487859,5,1847.29,Pending,7/25/2023 12:40
2353,252724,77170,5,2309.18,Shipped,12/22/2023 4:35
2354,437490,684170,3,1080.84,Shipped,1/18/2024 10:57
2355,657071,188150,5,895.38,Processing,2/27/2024 5:49
2356,439694,723338,4,1329.84,Processing,1/7/2024 1:20
2357,66079,476762,5,1211.97,Processing,1/29/2024 5:00
2358,631073,940413,5,685.15,Pending,8/23/2023 23:04
2359,680935,761125,1,245.04,Shipped,4/12/2024 22:54
2360,108016,40066,3,556.2,Processing,12/8/2023 21:10
2361,790322,456865,1,383.58,Pending,8/18/2023 3:43
2362,785072,580643,1,258.45,Delivered,11/20/2023 13:09
2363,354205,926599,4,966.83,Pending,5/26/2024 0:52
2364,565077,40543,1,287.03,Processing,7/11/2024 16:15
2365,114125,784373,5,2150.12,Delivered,7/13/2024 3:24
2366,345244,267013,5,580.88,Shipped,5/18/2024 11:56
2367,574483,358273,1,433.41,Pending,7/7/2024 4:39
2368,437480,514461,3,946.31,Processing,2/25/2024 7:41
2369,240687,602393,2,944.9,Shipped,5/13/2024 17:23
2370,864012,301263,3,602.6,Pending,11/14/2023 16:21
2371,699742,596609,5,205.66,Delivered,11/26/2023 15:58
2372,623955,650099,3,1323.68,Shipped,10/21/2023 15:08
2373,558799,43899,1,270.29,Shipped,5/22/2024 4:03
2374,824735,227582,4,1912.43,Pending,8/26/2023 16:31
2375,147336,651901,3,965.13,Shipped,11/1/2023 5:03
2376,871367,172360,1,49.94,Processing,4/7/2024 9:46
2377,806311,853115,1,367.64,Delivered,9/29/2023 0:28
2378,894336,203941,5,2276.34,Pending,8/1/2023 23:40
2379,62639,44537,2,28.58,Delivered,9/28/2023 15:52
2380,51115,446772,2,756.28,Pending,6/4/2024 22:03
2381,283933,39814,1,161.61,Pending,5/1/2024 14:34
2382,954330,853564,3,1338.05,Pending,4/19/2024 18:20
2383,255492,776898,4,424.07,Pending,6/9/2024 2:44
2384,991160,629851,4,288.27,Pending,2/11/2024 21:48
2385,291145,773230,1,177.05,Processing,4/14/2024 23:11
2386,539478,964639,1,175.5,Delivered,1/14/2024 5:06
2387,712714,131821,2,278.65,Shipped,7/10/2024 13:35
2388,239007,53490,5,1757.52,Processing,2/12/2024 3:59
2389,24145,23802,3,734.78,Shipped,7/9/2024 14:53
2390,60527,328004,1,439.05,Pending,1/14/2024 18:07
2391,154305,427470,4,1008.3,Shipped,11/17/2023 8:46
2392,112475,425981,2,277.1,Processing,2/4/2024 18:48
2393,656799,490737,2,98.49,Shipped,12/16/2023 11:07
2394,88655,26094,5,1438.62,Pending,8/16/2023 1:43
2395,206972,396139,1,289.01,Delivered,11/4/2023 5:21
2396,723545,257005,2,393.15,Shipped,12/30/2023 21:54
2397,186838,994203,4,704.12,Delivered,1/6/2024 7:18
2398,945784,374948,4,685.44,Processing,1/20/2024 10:22
2399,703617,922822,1,321.68,Pending,6/7/2024 17:16
