order_item_id,order_id,product_id,quantity,unit_price
2129,296,116,2,12.94
2130,904,980,2,63.04
2131,995,152,5,59.17
2132,474,8,5,89.3
2133,584,404,5,48.8
2134,859,748,3,89.41
2135,389,575,5,15.34
2136,372,570,1,31.44
2137,765,697,3,52.34
2138,336,17,1,79.28
2139,888,933,5,88.25
2140,905,849,5,67.68
2141,236,450,1,81.88
2142,343,550,2,84.92
2143,186,992,5,95.18
2144,280,758,4,20.7
2145,465,69,4,80.36
2146,206,818,5,84.9
2147,207,871,4,42.76
2148,44,877,3,20.29
2149,3,474,5,67.87
2150,64,814,2,13.85
2151,26,220,1,98.21
2152,927,518,5,33.54
2153,896,279,4,80.37
2154,515,381,3,84.81
2155,881,651,1,88.09
2156,648,586,4,34.28
2157,532,808,3,14.49
2158,407,915,1,38.27
2159,336,167,4,63.72
2160,853,278,1,87.8
2161,497,801,1,52.29
2162,121,273,3,10.07
2163,508,320,3,96.18
2164,953,268,5,76.46
2165,50,886,3,47.09
2166,902,424,2,57.59
2167,152,342,5,24.21
2168,458,123,3,95.51
2169,508,169,3,16.63
2170,884,221,3,80.76
2171,791,547,1,61.18
2172,117,403,4,98.63
2173,380,744,3,51.92
2174,617,202,5,11.05
2175,112,597,5,40.43
2176,484,213,2,64.37
2177,529,305,3,60.94
2178,211,275,1,89.19
2179,213,983,2,11.49
2180,567,110,2,74.76
2181,83,235,4,89.44
2182,245,628,3,62.45
2183,233,685,2,24.56
2184,179,647,4,71.98
2185,562,922,1,26.25
2186,340,136,3,71.2
2187,11,48,5,10.36
2188,457,603,5,93.22
2189,618,430,1,45.47
2190,129,359,3,13.39
2191,251,14,5,73.2
2192,167,44,2,39.81
2193,462,982,5,78.62
2194,697,631,3,69.07
2195,745,222,1,49.1
2196,399,329,1,59.05
2197,427,42,4,46.55
2198,335,332,3,35.54
2199,352,705,2,39.78
2200,723,945,4,76.01
2201,331,192,5,65.09
2202,9,116,5,66.09
2203,161,511,2,77.15
2204,905,350,5,42.11
2205,462,976,1,58.52
2206,152,361,5,92.71
2207,700,102,3,79.53
2208,174,539,1,61.5
2209,895,710,2,60.89
2210,902,520,3,93.73
2211,497,422,2,58.84
2212,881,93,3,72.06
2213,623,867,5,51.39
2214,405,940,3,45.75
2215,550,44,5,39.95
2216,797,80,2,82.35
2217,201,662,4,15.89
2218,261,133,3,45.9
2219,72,320,3,28.11
2220,555,794,1,88.79
2221,888,669,4,95.76
2222,935,729,4,83.02
2223,165,587,2,67.48
2224,707,596,4,11.05
2225,281,392,4,19.33
2226,384,191,1,43.12
2227,713,711,3,92.09
2228,275,611,5,24.57
2229,607,215,5,81.04
2230,233,619,4,97.31
2231,447,474,4,23.52
2232,910,748,3,64.5
2233,748,343,1,58.94
2234,123,667,3,51.71
2235,421,282,2,59.49
2236,806,228,1,51.57
2237,444,713,3,34.29
2238,530,517,5,62.54
2239,726,226,2,66.32
2240,878,542,1,90.78
2241,240,592,2,51.99
2242,550,892,3,61.45
2243,942,961,3,42.58
2244,195,688,3,74.89
2245,818,489,2,84.98
2246,275,537,1,94.78
2247,940,235,1,42.56
2248,669,88,3,96.73
2249,103,482,1,31.7
2250,584,595,3,61.44
2251,287,682,1,94.53
2252,441,331,1,31.65
2253,867,606,4,54.06
2254,594,776,3,79.0
2255,907,536,2,21.86
2256,662,56,5,76.73
2257,538,487,1,94.92
2258,354,303,2,84.0
2259,291,305,1,87.87
2260,745,790,5,36.38
2261,848,685,4,26.76
2262,106,469,3,73.91
2263,679,635,4,44.06
2264,373,748,4,45.49
2265,260,474,1,94.65
2266,676,876,2,67.97
2267,627,352,5,67.71
2268,453,236,2,72.51
2269,903,321,3,64.36
2270,831,456,5,29.03
2271,274,754,1,93.27
2272,530,59,1,52.67
2273,139,920,1,48.27
2274,175,711,2,15.04
2275,448,130,2,82.97
2276,296,586,3,18.56
2277,671,870,2,22.42
2278,762,999,1,49.8
2279,786,818,1,34.0
2280,963,998,4,55.23
2281,619,577,5,72.36
2282,228,631,1,58.98
2283,544,424,5,87.7
2284,988,428,4,19.91
2285,327,572,2,81.24
2286,674,21,1,78.49
2287,978,246,4,26.56
2288,107,909,5,57.25
2289,756,367,4,22.32
2290,920,840,3,55.46
2291,714,974,5,73.92
2292,336,381,2,14.35
2293,106,17,2,70.41
2294,649,121,2,45.02
2295,692,220,4,43.63
2296,23,463,3,34.03
2297,921,371,4,89.18
2298,17,552,5,64.27
2299,635,766,4,64.87
2300,139,81,2,51.16
2301,44,758,2,13.27
2302,710,393,4,59.85
2303,901,229,1,16.58
2304,193,36,5,51.64
2305,495,225,4,89.15
2306,272,884,3,89.39
2307,722,457,4,30.73
2308,629,143,2,78.15
2309,704,982,3,95.91
2310,168,347,4,33.83
2311,368,950,4,43.96
2312,977,549,4,37.37
2313,273,551,2,62.58
2314,523,449,1,39.46
2315,137,233,4,83.47
2316,361,795,3,32.36
2317,216,553,4,22.61
2318,676,653,2,67.33
2319,691,882,2,56.19
2320,164,404,1,11.23
2321,478,55,5,16.82
2322,257,526,5,89.79
2323,823,1,1,53.45
2324,19,500,5,41.73
2325,180,89,3,81.61
2326,927,84,5,33.35
2327,822,600,5,31.79
2328,621,709,3,16.91
2329,790,424,4,77.49
2330,908,875,1,75.43
2331,28,328,1,53.74
2332,761,923,2,60.25
2333,70,768,4,59.9
2334,131,735,1,27.36
2335,729,588,5,81.41
2336,590,526,5,80.43
2337,82,146,3,90.58
2338,957,435,1,11.85
2339,307,854,1,84.46
2340,106,31,3,71.67
2341,321,258,2,80.62
2342,425,136,1,13.59
2343,539,691,4,92.88
2344,45,445,3,99.92
2345,54,128,1,52.53
2346,451,721,4,19.98
2347,457,653,2,17.18
2348,972,825,1,66.73
2349,928,47,3,65.22
2350,833,433,5,15.87
2351,148,969,1,46.74
2352,734,907,5,77.88
2353,318,458,3,33.65
2354,116,301,1,33.1
2355,100,717,3,80.06
2356,543,559,1,23.67
2357,839,795,5,74.67
2358,855,60,4,91.11
2359,30,917,5,29.72
2360,56,37,3,78.94
2361,738,963,4,65.84
2362,213,250,4,97.69
2363,888,850,4,98.8
2364,975,268,2,30.7
2365,177,646,4,54.67
2366,14,997,5,99.58
2367,858,218,3,74.35
2368,51,109,3,53.83
2369,303,73,3,77.19
2370,580,477,2,57.89
2371,159,279,5,32.44
2372,261,47,4,40.69
2373,759,370,5,49.41
2374,886,250,5,91.29
2375,131,607,3,59.19
2376,842,943,4,21.12
2377,458,308,5,12.81
2378,589,761,1,56.12
2379,263,519,5,66.77
2380,577,387,5,48.72
2381,37,343,2,96.21
2382,414,555,1,53.4
2383,100,694,5,33.23
2384,779,389,2,17.23
2385,610,487,2,61.78
2386,843,857,1,74.77
2387,925,517,4,80.55
2388,450,661,1,65.13
2389,52,981,2,45.91
2390,452,893,3,60.82
2391,956,336,2,22.26
2392,215,384,2,60.43
2393,612,709,3,28.34
2394,318,174,2,74.86
2395,534,91,5,47.02
2396,132,712,5,84.16
2397,250,858,4,24.99
2398,621,576,2,89.23
2399,36,772,2,28.65
2400,975,655,3,99.2
2401,468,988,1,28.29
2402,603,60,3,39.67
2403,153,373,4,45.32
2404,483,51,3,87.12
2405,447,879,5,16.48
2406,938,321,2,21.77
2407,400,284,5,48.69
2408,15,778,4,93.74
2409,427,799,2,74.06
2410,797,791,4,56.38
2411,605,818,4,99.1
2412,557,197,5,12.56
2413,557,174,1,57.98
2414,448,262,4,93.31
2415,992,424,5,28.56
2416,697,361,2,10.62
2417,315,175,2,60.38
2418,773,896,3,11.09
2419,251,128,2,38.12
2420,354,436,5,83.94
2421,906,239,5,54.66
2422,931,36,4,92.09
2423,314,416,2,35.76
2424,423,858,3,83.97
2425,437,683,5,23.36
2426,817,52,1,39.85
2427,656,103,2,52.8
2428,41,406,1,70.22
2429,559,867,1,76.52
2430,470,527,3,24.89
2431,455,283,3,22.67
2432,154,625,2,82.56
2433,775,328,3,96.39
2434,544,142,5,20.78
2435,618,267,3,38.48
2436,744,922,2,23.69
2437,323,996,4,82.86
2438,625,461,4,42.81
2439,989,128,4,46.83
2440,347,684,2,82.76
2441,10,487,2,90.77
2442,628,831,3,55.3
2443,675,111,3,64.42
2444,774,744,5,66.11
2445,916,714,4,74.6
2446,377,659,1,72.04
2447,850,996,3,86.28
2448,624,840,1,73.36
2449,583,670,1,89.46
2450,308,534,2,55.32
2451,86,617,1,24.89
2452,701,500,5,84.63
2453,911,888,4,10.52
2454,626,405,4,93.41
2455,318,57,2,88.73
2456,770,245,3,97.68
2457,660,956,3,20.17
2458,251,421,5,21.97
2459,650,522,5,45.55
2460,756,843,3,84.82
2461,292,365,1,38.06
2462,384,473,4,16.68
2463,539,860,1,20.91
2464,742,453,3,84.04
2465,340,413,3,27.79
2466,932,90,2,54.4
2467,895,162,3,15.95
2468,740,65,2,65.84
2469,867,619,2,56.5
2470,136,762,2,21.24
2471,702,564,2,61.52
2472,909,577,2,96.28
2473,589,570,4,59.7
2474,305,345,3,86.63
2475,643,324,4,19.54
2476,245,657,2,93.79
2477,328,459,1,23.02
2478,604,262,2,75.78
2479,991,529,4,66.72
2480,795,29,1,59.5
2481,913,989,5,63.83
2482,587,908,1,65.4
2483,275,989,4,82.38
2484,993,813,3,34.08
2485,328,716,5,54.72
2486,930,927,1,35.06
2487,246,462,4,76.03
2488,967,971,5,51.92
2489,762,902,3,32.25
2490,72,639,1,83.65
2491,821,572,5,81.6
2492,819,246,5,84.28
2493,257,263,1,32.01
2494,387,130,5,70.17
2495,592,457,3,83.85
2496,892,537,4,45.41
2497,788,262,3,98.15
2498,114,873,4,30.91
2499,648,233,5,22.87
2500,88,986,2,87.71
2501,107,633,5,76.63
2502,669,636,3,76.17
2503,735,993,4,47.08
2504,823,630,4,24.79
2505,901,757,4,78.33
2506,123,952,2,97.05
2507,906,526,4,89.78
2508,431,184,4,80.6
2509,496,222,2,51.91
2510,309,994,4,32.17
2511,229,632,2,48.95
2512,675,95,2,13.72
2513,8,22,2,70.96
2514,943,518,1,85.86
2515,83,533,2,81.1
2516,968,191,1,52.47
2517,515,404,3,17.02
2518,695,529,5,67.05
2519,750,579,4,56.77
2520,472,407,5,40.69
2521,36,729,3,29.81
2522,511,307,3,86.08
2523,191,968,5,89.66
2524,48,231,1,38.86
2525,204,872,1,75.18
2526,480,93,4,24.54
2527,26,418,3,53.52
2528,372,738,3,12.12
2529,703,200,1,12.47
2530,611,600,1,11.74
2531,549,20,5,70.54
2532,865,490,3,74.29
2533,985,354,1,52.03
2534,437,517,4,88.09
2535,391,40,5,45.27
2536,52,574,3,36.85
2537,582,348,4,34.31
2538,229,423,2,43.36
2539,932,316,1,62.88
2540,633,396,2,59.87
2541,740,94,3,70.63
2542,753,423,1,92.03
2543,894,390,4,60.72
2544,327,369,5,82.93
2545,304,153,2,48.4
2546,124,421,4,92.28
2547,97,284,3,21.76
2548,522,412,4,37.61
2549,612,288,5,57.69
2550,813,891,3,52.84
2551,109,230,1,18.61
2552,355,263,4,82.48
2553,340,875,4,13.5
2554,327,954,1,67.16
2555,4,375,2,55.74
2556,747,761,5,49.91
2557,103,732,5,80.03
2558,603,969,3,30.47
2559,534,857,3,73.05
2560,415,808,3,22.76
2561,406,47,4,11.73
2562,74,150,4,27.28
2563,565,619,2,95.36
2564,304,225,4,44.03
2565,316,230,3,36.66
2566,145,857,5,69.58
2567,657,836,5,95.53
2568,327,283,4,37.15
2569,248,383,3,49.4
2570,261,293,3,80.2
2571,457,81,2,56.81
2572,948,236,1,36.52
2573,285,743,3,37.06
2574,577,805,1,20.07
2575,567,712,1,82.71
2576,950,309,4,84.02
2577,802,513,1,43.51
2578,620,551,2,94.36
2579,458,433,5,96.41
2580,481,768,5,46.43
2581,660,254,3,15.2
2582,598,7,5,60.42
2583,22,357,1,85.37
2584,332,379,2,81.23
2585,33,708,1,25.81
2586,21,582,3,36.7
2587,447,886,2,35.91
2588,761,378,5,31.18
2589,533,584,2,79.37
2590,847,393,2,92.87
2591,992,352,4,73.48
2592,356,352,2,50.95
2593,311,987,2,32.09
2594,925,324,2,67.17
2595,851,309,2,99.81
2596,923,762,1,72.98
2597,308,891,1,77.08
2598,326,140,4,31.71
2599,952,536,1,56.2
2600,509,193,4,65.42
2601,117,534,4,20.4
2602,57,929,5,72.12
2603,393,213,2,63.41
2604,544,5,1,22.43
2605,185,195,4,94.53
2606,110,830,2,81.87
2607,831,667,3,79.69
2608,504,516,2,95.87
2609,129,536,4,13.85
2610,581,675,1,15.8
2611,964,772,5,49.2
2612,244,548,1,19.96
2613,506,402,5,86.4
2614,200,561,5,69.98
2615,692,922,4,51.96
2616,561,341,4,80.66
2617,602,254,1,65.45
2618,810,749,5,20.98
2619,404,465,1,26.92
2620,953,398,1,24.78
2621,729,840,3,70.25
2622,156,895,5,75.26
2623,379,348,4,37.34
2624,532,45,3,69.64
2625,619,546,4,61.05
2626,889,142,2,59.49
2627,200,343,3,41.83
2628,477,345,4,16.81
2629,941,13,1,88.59
2630,26,819,1,68.15
2631,666,542,5,10.2
2632,8,376,3,38.14
2633,467,426,1,98.87
2634,964,322,4,16.29
2635,106,844,5,68.41
2636,270,247,2,98.2
2637,476,147,2,39.15
2638,276,285,3,37.19
2639,208,886,5,41.02
2640,204,391,5,87.38
2641,187,163,5,74.42
2642,361,220,4,39.12
2643,904,938,5,63.15
2644,179,846,4,21.28
2645,510,850,3,14.22
2646,90,640,3,26.08
2647,245,349,3,15.91
2648,518,689,4,64.79
2649,926,982,4,76.71
2650,963,600,2,62.73
2651,416,107,5,79.12
2652,981,197,3,24.81
2653,505,654,2,11.46
2654,673,889,4,19.13
2655,149,257,3,10.96
2656,673,806,2,57.02
2657,690,289,1,89.92
2658,37,176,2,56.14
2659,791,695,3,30.32
2660,336,589,3,12.2
2661,211,399,3,59.59
2662,175,373,2,57.32
2663,477,165,1,19.54
2664,169,555,4,12.29
2665,286,317,5,61.64
2666,54,354,2,78.99
2667,237,795,2,47.76
2668,100,653,5,56.25
2669,59,928,5,75.53
2670,142,241,3,34.81
2671,810,628,3,90.12
2672,893,830,1,91.99
2673,766,419,4,52.31
2674,322,773,2,96.02
2675,421,294,5,55.67
2676,797,535,3,67.0
2677,392,983,2,74.7
2678,334,530,2,75.48
2679,262,543,2,57.66
2680,588,28,5,78.98
2681,493,239,3,41.3
2682,63,40,4,96.27
2683,360,243,4,19.56
2684,91,188,2,41.35
2685,869,16,2,96.63
2686,206,661,3,54.57
2687,953,547,2,37.72
2688,34,70,5,96.49
2689,35,729,4,32.91
2690,983,82,5,42.78
2691,293,19,1,37.03
2692,892,331,1,45.25
2693,105,118,4,88.34
2694,461,217,2,91.61
2695,655,403,2,31.74
2696,449,114,5,92.62
2697,658,298,2,11.84
2698,734,551,5,44.54
2699,235,162,1,14.97
2700,728,139,3,22.16
2701,530,218,5,78.22
2702,845,401,2,39.87
2703,457,963,1,56.69
2704,606,758,2,87.73
2705,509,486,1,29.9
2706,223,263,1,76.27
2707,363,216,2,50.98
2708,622,846,4,20.63
2709,101,903,1,98.1
2710,223,791,2,21.94
2711,133,37,3,22.97
2712,844,441,5,70.09
2713,757,420,4,84.5
2714,727,583,3,72.22
2715,68,199,5,71.6
2716,581,682,3,80.72
2717,792,28,3,55.29
2718,85,723,3,85.45
2719,588,799,3,86.54
2720,659,494,4,57.89
2721,837,590,5,85.63
2722,586,852,5,24.8
2723,813,472,5,91.66
2724,101,116,4,56.05
2725,490,448,1,81.36
2726,757,162,1,71.93
2727,875,779,3,33.54
2728,157,252,5,14.21
2729,628,198,3,47.15
2730,890,387,3,38.93
2731,728,756,5,73.95
2732,980,650,3,74.76
2733,309,252,1,81.74
2734,387,708,2,23.71
2735,344,893,4,58.03
2736,598,651,1,97.61
2737,761,110,1,55.36
2738,355,271,2,92.4
2739,585,130,2,12.2
2740,867,658,1,51.2
2741,675,71,1,16.73
2742,63,141,5,75.07
2743,918,378,4,38.33
2744,794,753,1,62.04
2745,230,315,5,44.65
2746,301,868,2,69.74
2747,512,921,3,89.4
2748,265,219,5,32.86
2749,731,494,1,70.72
2750,941,378,4,86.56
2751,970,281,5,76.27
2752,316,856,2,60.28
2753,759,656,3,39.86
2754,25,217,4,41.72
2755,665,76,1,12.05
2756,269,763,2,38.02
2757,830,394,2,93.38
2758,740,907,2,18.55
2759,965,42,2,15.92
2760,160,868,4,55.02
2761,493,356,2,84.25
2762,210,825,4,10.12
2763,812,191,1,21.63
2764,657,833,2,43.16
2765,715,698,3,55.48
2766,921,179,3,80.65
2767,832,659,3,22.36
2768,369,538,1,99.19
2769,487,640,4,97.82
2770,659,520,4,47.46
2771,669,203,3,44.55
2772,28,357,2,59.42
2773,580,958,5,55.93
2774,279,215,5,50.63
2775,747,349,4,98.52
2776,172,809,2,17.48
2777,170,862,4,92.79
2778,989,450,1,61.3
2779,743,525,3,81.58
2780,356,168,5,94.45
2781,815,282,1,43.97
2782,717,863,5,40.35
2783,96,297,1,67.42
2784,659,922,1,88.88
2785,349,541,3,28.87
2786,131,875,4,88.91
2787,350,246,1,95.93
2788,605,186,1,76.54
2789,642,833,4,67.58
2790,913,345,1,43.24
2791,278,29,3,54.0
2792,848,49,5,44.73
2793,418,545,5,85.49
2794,471,365,4,62.64
2795,685,857,5,93.52
2796,291,530,2,80.61
2797,145,385,4,20.59
2798,841,214,2,85.99
2799,146,853,1,30.9
2800,50,813,5,12.5
2801,195,894,2,44.67
2802,762,266,1,67.61
2803,88,835,3,82.29
2804,483,578,4,66.89
2805,890,956,1,65.6
2806,540,875,5,48.85
2807,582,328,4,13.09
2808,278,778,1,42.83
2809,181,646,4,53.58
2810,308,931,4,71.04
2811,722,921,1,13.69
2812,780,543,4,57.23
2813,117,671,2,70.79
2814,289,628,3,87.04
2815,881,862,2,32.83
2816,370,682,5,99.0
2817,778,723,1,99.44
2818,64,222,5,75.9
2819,70,406,2,62.99
2820,676,728,5,43.32
2821,335,983,4,81.95
2822,34,27,1,37.7
2823,491,901,1,48.22
2824,975,198,3,57.83
2825,501,334,3,37.25
2826,794,499,4,69.75
2827,596,719,1,86.68
2828,73,541,3,56.57
2829,856,98,5,74.4
2830,758,592,4,71.17
2831,50,566,2,20.23
2832,628,443,5,15.87
2833,195,992,2,40.98
2834,405,977,2,58.19
2835,77,89,5,27.61
2836,99,413,4,47.23
2837,542,819,3,19.81
2838,989,280,3,40.56
2839,460,917,1,42.71
2840,483,389,1,47.04
2841,793,423,4,30.83
2842,89,877,1,25.62
2843,554,994,5,14.31
2844,639,486,1,49.76
2845,15,721,4,80.44
2846,421,257,5,20.84
2847,962,256,4,73.24
2848,527,309,4,69.47
2849,379,900,2,66.09
2850,676,414,4,47.02
2851,295,589,5,65.46
2852,922,527,4,41.85
2853,769,761,4,98.69
2854,119,845,5,56.83
2855,447,173,3,48.57
2856,431,524,2,91.21
2857,386,31,5,29.25
2858,706,653,3,63.15
2859,884,679,3,83.77
2860,575,483,2,93.03
2861,663,654,2,57.37
2862,791,462,2,53.94
2863,942,152,1,70.69
2864,282,983,2,25.79
2865,403,618,1,22.57
2866,821,24,2,20.83
2867,504,469,1,88.92
2868,121,997,1,65.74
2869,953,130,2,19.76
2870,918,280,5,72.35
2871,691,718,1,12.44
2872,359,885,1,99.08
2873,710,239,2,16.13
2874,503,482,5,25.02
2875,507,500,4,26.44
2876,916,420,4,58.34
2877,723,576,4,95.99
2878,571,137,3,37.21
2879,539,764,3,44.95
2880,82,691,3,42.66
2881,935,845,3,72.29
2882,331,384,4,20.45
2883,944,136,5,99.05
2884,745,4,2,24.96
2885,745,380,3,58.96
2886,473,874,1,31.23
2887,182,30,5,16.4
2888,64,699,3,67.15
2889,864,551,5,53.54
2890,488,146,2,32.68
2891,448,198,3,64.21
2892,950,476,5,74.76
2893,951,485,2,16.45
2894,209,100,2,22.75
2895,989,928,3,69.57
2896,604,256,2,87.32
2897,294,390,2,20.71
2898,879,24,5,99.71
2899,662,202,5,50.58
2900,561,774,4,66.62
2901,389,112,3,78.83
2902,906,451,3,71.83
2903,492,269,3,48.68
2904,102,881,4,11.44
2905,228,2,4,16.54
2906,748,483,3,36.65
2907,67,894,3,71.55
2908,788,55,5,37.26
2909,44,757,4,74.34
2910,256,976,1,85.1
2911,716,936,2,78.75
2912,833,621,5,57.26
2913,57,403,1,80.83
2914,26,40,2,47.81
2915,266,457,3,22.28
2916,119,178,3,50.08
2917,955,810,3,23.15
2918,218,959,4,52.78
2919,151,662,3,93.31
2920,619,205,2,12.15
2921,614,117,5,81.86
2922,135,661,4,48.82
2923,85,499,1,94.63
2924,709,881,3,73.19
2925,996,608,3,64.54
2926,221,801,5,34.09
2927,358,862,3,41.9
2928,89,596,4,73.35
2929,517,852,5,77.22
2930,674,130,3,66.0
2931,401,990,4,22.07
2932,272,500,5,44.07
2933,27,86,2,52.2
2934,936,833,3,38.45
2935,329,4,1,70.07
2936,253,553,2,96.08
2937,848,916,3,52.05
2938,467,361,5,87.46
2939,105,772,1,49.9
2940,833,114,4,74.85
2941,87,605,5,34.87
2942,435,262,1,25.04
2943,900,572,3,25.02
2944,36,660,1,97.33
2945,892,105,3,82.67
2946,815,826,1,86.42
2947,132,745,2,66.62
2948,450,640,3,46.72
2949,580,141,2,56.47
2950,67,343,4,21.4
2951,801,51,2,40.59
2952,96,306,4,75.66
2953,574,619,1,67.82
2954,132,976,3,67.91
2955,628,548,2,15.9
2956,576,702,5,45.83
2957,84,528,5,71.46
2958,87,94,3,70.15
2959,120,686,4,73.08
2960,828,878,2,26.99
2961,508,366,2,42.95
2962,644,69,5,54.47
2963,742,26,4,30.3
2964,710,331,5,17.68
2965,432,357,2,77.08
2966,768,224,5,28.37
2967,748,608,4,85.07
2968,993,879,4,79.77
2969,629,743,5,16.87
2970,324,588,3,45.64
2971,418,844,3,93.86
2972,64,576,1,40.45
2973,72,914,2,18.66
2974,220,729,1,65.13
2975,768,547,5,58.73
2976,443,213,4,36.25
2977,822,588,5,63.27
2978,17,153,3,24.07
2979,366,43,1,83.8
2980,614,302,5,50.76
2981,494,121,4,18.45
2982,114,385,2,73.29
2983,4,734,4,31.2
2984,28,327,1,29.81
2985,807,937,2,65.82
2986,159,956,1,82.92
2987,792,509,4,45.29
2988,319,732,1,94.71
2989,406,823,3,39.38
2990,366,2,4,48.55
2991,705,779,3,44.59
2992,516,694,3,27.86
2993,479,761,2,53.49
2994,608,310,1,31.37
2995,160,128,2,74.72
2996,880,12,2,80.89
2997,566,783,3,66.98
2998,702,547,5,19.44
2999,304,411,4,84.4
3000,252,187,4,77.52
3001,867,848,2,91.86
3002,559,79,1,18.99
3003,139,849,4,52.75
3004,157,702,5,38.99
3005,807,175,2,87.64
3006,945,6,2,14.37
3007,548,128,3,88.84
3008,800,72,5,88.36
3009,996,854,5,21.63
3010,133,289,3,86.77
3011,849,660,3,40.32
3012,356,373,3,73.69
3013,240,473,1,77.34
3014,138,822,4,13.48
3015,123,414,5,88.33
3016,326,118,4,81.26
3017,628,307,2,76.8
3018,545,273,1,97.47
3019,545,482,5,70.85
3020,763,728,4,32.51
3021,696,107,2,84.1
3022,973,324,2,27.66
3023,149,549,3,90.34
3024,932,679,1,97.47
3025,737,418,1,73.25
3026,770,35,4,46.22
3027,804,796,3,30.78
3028,438,44,1,72.14
3029,177,337,4,35.32
3030,314,67,3,97.53
3031,882,290,1,13.57
3032,323,420,1,43.74
3033,742,103,3,76.87
3034,332,327,3,86.32
3035,757,985,3,91.59
3036,165,636,1,76.65
3037,815,543,3,73.53
3038,964,798,1,71.67
3039,889,105,4,33.47
3040,160,578,2,62.69
3041,61,24,3,86.74
3042,732,940,5,86.75
3043,128,32,3,20.52
3044,723,283,4,93.81
3045,871,677,4,69.65
3046,44,370,1,87.29
3047,173,736,5,51.01
3048,127,703,3,99.73
3049,404,397,3,31.54
3050,860,237,2,64.08
3051,603,982,1,76.51
3052,770,327,2,78.01
3053,476,131,4,75.54
3054,612,225,1,90.67
3055,584,191,1,61.89
3056,836,752,2,84.54
3057,280,563,4,35.19
3058,805,952,5,61.55
3059,643,483,4,60.39
3060,690,507,5,37.88
3061,597,700,3,41.71
3062,453,445,5,65.34
3063,326,460,1,83.1
3064,888,893,1,57.93
3065,754,284,2,22.94
3066,109,153,1,32.62
3067,809,938,3,11.97
3068,64,126,5,50.73
3069,98,764,3,21.45
3070,943,187,4,11.19
3071,727,582,1,43.78
3072,113,474,1,83.17
3073,587,573,3,11.93
3074,98,163,2,78.95
3075,516,745,1,33.06
3076,416,665,3,26.45
3077,823,840,4,35.78
3078,739,419,2,94.45
3079,849,1,1,57.52
3080,502,498,5,26.71
3081,788,418,4,92.85
3082,22,424,1,87.29
3083,303,537,3,73.4
3084,595,927,2,69.6
3085,595,947,4,58.54
3086,920,563,5,39.08
3087,48,771,2,96.37
3088,849,317,2,54.05
3089,90,18,2,16.26
3090,591,303,4,67.3
3091,723,401,3,63.39
3092,541,21,1,35.59
3093,96,373,4,80.15
3094,232,461,4,23.5
3095,323,893,5,61.03
3096,806,171,4,50.24
3097,337,869,2,35.06
3098,970,211,5,42.26
3099,873,326,2,55.67
3100,377,361,3,25.15
3101,140,703,3,36.5
3102,978,885,3,19.41
3103,638,94,2,90.03
3104,429,454,3,76.55
3105,774,384,4,92.71
3106,695,410,1,18.03
3107,780,38,1,81.88
3108,202,41,5,64.96
3109,603,825,4,14.49
3110,613,98,5,59.82
3111,373,985,2,40.11
3112,487,270,3,75.71
3113,502,731,4,94.31
3114,107,605,1,41.38
3115,5,916,1,71.08
3116,314,524,4,66.85
3117,662,413,3,98.25
3118,30,846,2,50.96
3119,540,237,4,43.71
3120,607,504,2,33.29
3121,461,287,3,83.45
3122,524,422,1,85.89
3123,445,669,2,95.68
3124,255,944,5,77.05
3125,655,90,3,92.03
3126,631,271,4,19.28
3127,883,925,4,78.9
3128,301,480,1,97.99
3129,36,55,4,39.22
3130,992,185,1,94.5
3131,874,913,2,21.89
3132,78,987,1,54.79
3133,63,363,4,11.17
3134,966,433,3,39.24
3135,483,33,5,38.95
3136,929,639,5,78.99
3137,704,628,1,80.83
3138,338,35,5,88.16
3139,260,397,1,46.44
3140,309,609,5,28.37
3141,310,739,2,21.79
3142,68,12,5,11.06
3143,463,217,1,38.57
3144,397,914,4,81.49
3145,808,624,5,55.42
3146,841,354,1,75.01
3147,624,162,2,63.43
3148,279,128,3,18.91
3149,244,433,2,79.87
3150,544,987,5,11.59
3151,859,191,2,64.64
3152,815,620,2,42.72
3153,322,481,2,45.45
3154,845,371,3,43.74
3155,222,463,3,48.57
3156,121,959,4,98.95
3157,206,693,1,91.36
3158,330,709,1,63.69
3159,359,41,2,39.62
3160,287,199,1,84.9
3161,81,683,3,65.77
3162,669,110,4,68.57
3163,767,605,5,10.07
3164,670,396,2,14.58
3165,217,793,1,30.8
3166,268,924,4,47.19
3167,664,440,5,61.48
3168,315,33,1,46.08
3169,9,221,5,97.09
3170,102,63,5,74.73
3171,322,665,4,96.7
3172,797,603,4,34.33
3173,951,837,3,73.04
3174,730,404,1,17.39
3175,277,727,1,47.25
3176,288,41,1,41.42
3177,280,939,3,25.3
3178,709,712,3,92.45
3179,317,745,2,70.85
3180,128,986,5,56.69
3181,703,563,1,59.04
3182,868,479,4,19.85
3183,714,4,4,90.24
3184,947,61,3,48.53
3185,108,376,2,82.98
3186,251,570,1,66.2
3187,539,667,3,68.27
3188,938,359,5,55.92
3189,452,739,1,63.7
3190,862,700,5,89.18
3191,512,487,1,44.16
3192,298,469,2,26.87
3193,451,763,5,30.25
3194,978,676,2,65.95
3195,780,276,5,32.56
3196,204,764,1,92.6
3197,616,386,2,67.94
3198,465,626,5,53.57
3199,258,830,4,62.11
3200,915,860,1,37.82
3201,5,543,3,81.48
3202,692,88,3,48.14
3203,455,843,5,77.5
